actors,actor_ids,genders,birthplaces,ages,movies,movie_ID
Rose Leslie,1223793,1,"Aberdeen, Aberdeenshire, Scotland, UK",37.0,"['Now Is Good', 'Honeymoon', 'The Last Witch Hunter', 'Sticky Notes', 'Morgan', 'Revolting Rhymes', 'Letters from Baghdad', 'Death on the Nile', 'Game of Thrones The IMAX Experience']","[90369.0, 254191.0, 274854.0, 274165.0, 377264.0, 430162.0, 413786.0, 505026.0, 322484.0]"
Rose McIver,53485,1,"Auckland, New Zealand",35.0,"['Predicament', 'Tangiwai: A Love Story', 'Blinder', 'Brightest Star', 'The Answers', 'Warning Labels', 'Queen of Carthage', 'Petals on the Wind', 'Coward', 'A Christmas Prince', 'A Christmas Prince: The Royal Wedding', ""Brampton's Own"", 'Daffodils', 'A Christmas Prince: The Royal Baby', 'The Princess Switch: Switched Again', 'Next Exit']","[62494.0, 128301.0, 234256.0, 241071.0, 379925.0, 393332.0, 303360.0, 267793.0, 453415.0, 483104.0, 525041.0, 557818.0, 567044.0, 587693.0, 643882.0, 964909.0]"
Roselyn Sánchez,41901,1,"San Juan, Puerto Rico",51.0,"['Yellow', 'Venus & Vegas', 'Held Up', 'Act of Valor', 'Death of a Vegas Showgirl', 'De Puerto Rico para el mundo', 'Traffik', 'A Taste of Summer', 'Gringa', 'An Ice Wine Christmas']","[57163.0, 68716.0, 60961.0, 75674.0, 427871.0, 428651.0, 473149.0, 612308.0, 801787.0, 879227.0]"
Rowan Atkinson,10730,2,"Consett, County Durham, UK",69.0,"['Johnny English Reborn', ""The Secret Policeman's Ball"", 'London 2012 Olympic Opening Ceremony: Isles of Wonder', 'Red Nose Day Actually', 'Johnny English Strikes Again', ""Mel Smith: I've Done Some Things"", 'One Red Nose Day and a Wedding', 'We Are Most Amused and Amazed', 'Top Funny Comedian The Movie', 'Mr. Bean: Funeral', 'Wonka', 'Blackadder: The Lost Pilot', 'Blackadder: A Cunning Story']","[58233.0, 188215.0, 123024.0, 447061.0, 463272.0, 566858.0, 569571.0, 570117.0, 460788.0, 609115.0, 787699.0, 1141492.0, 1141766.0]"
Ruby O. Fee,229396,1,"San José, Costa Rica",28.0,"['Womb', 'DeAD', 'As We Were Dreaming', 'Ghosthunters: On Icy Trails', 'Bibi & Tina: Bewildered and Bewitched', 'Secret of the Midwife', 'Crazy for Fixi', 'Rockabilly Requiem', 'Zazy', 'Bibi & Tina - Der Film', 'The Invisibles', 'Hard Way: The Action Musical', 'The Famous Five and the Valley of Dinosaurs', 'Seitenwechsel', 'Polar', 'Die schwarzen Brüder', 'Asphalt Burning', 'Lindenberg! Mach dein Ding', 'Army of Thieves', 'In the Light of the Night']","[59457.0, 168626.0, 311301.0, 333112.0, 301825.0, 366825.0, 402377.0, 369783.0, 450352.0, 248601.0, 403308.0, 480257.0, 485371.0, 389379.0, 483906.0, 218071.0, 505746.0, 633172.0, 796499.0, 805298.0]"
Rufus Sewell,17328,2,"Twickenham, England, UK",56.0,"['The Tourist', 'Abraham Lincoln: Vampire Hunter', 'Hotel Noir', 'All Things To All Men', 'Hercules', ""The Devil's Hand"", ""I'll Follow You Down"", 'Killing Jesus', 'Blinky Bill the Movie', 'Gods of Egypt', 'Rise', 'The Sea', 'Judy', 'The Father', 'Old', 'Modern/Love in 7 Short Films', 'The Trouble with Jessica']","[37710.0, 72331.0, 135047.0, 183258.0, 184315.0, 220471.0, 273404.0, 332356.0, 339669.0, 205584.0, 293397.0, 202986.0, 491283.0, 600354.0, 631843.0, 825642.0, 1056746.0]"
Rukiya Bernard,83948,1,"Toronto, Ontario, Canada",41.0,"['The Cabin in the Woods', 'Stuck', 'Christmas Lodge', 'Ungodly Acts', 'Tooth Fairy', 'That Burning Feeling', 'The Unspoken', 'Colossal', 'Dashing Through the Snow', 'Christmas in Evergreen', 'One Winter Weekend', 'One Winter Proposal', 'Phil', 'Christmas In Evergreen: Tidings of Joy', 'Christmas in Evergreen: Letters to Santa', 'Hearts of Winter', '2019 Winterfest Preview Special', 'Sol', 'Christmas in Evergreen: Bells Are Ringing', 'One Perfect Wedding', 'Zero Contact', 'Christmas Time Is Here', 'Gourmet Detective', 'An Amish Sin', 'Just the Way You Are']","[22970.0, 479869.0, 79987.0, 360608.0, 23023.0, 267457.0, 363689.0, 339967.0, 369052.0, 474977.0, 491411.0, 570189.0, 611068.0, 630921.0, 550025.0, 656851.0, 660473.0, 713482.0, 746047.0, 795982.0, 872170.0, 878417.0, 330161.0, 1036350.0, 323673.0]"
Russell Crowe,934,2,"Wellington, New Zealand",60.0,"['Robin Hood', 'The Next Three Days', 'Man of Steel', 'Les Misérables', 'The Real Robin Hood', 'Noah', 'The Man with the Iron Fists', 'Broken City', ""Winter's Tale"", 'The Water Diviner', 'The Nice Guys', 'Fathers and Daughters', 'Boy Erased', 'David Stratton: A Cinematic Life', 'War Machine', 'The Mummy', 'True History of the Kelly Gang', ""Les Misérables: The History of the World's Greatest Story"", 'Turtle Odyssey', 'Unhinged', 'La Classe américaine', ""Zack Snyder's Justice League"", 'The Greatest Beer Run Ever', 'Poker Face', 'Land of Bad', 'Prizefighter: The Life of Jem Belcher', ""The Pope's Exorcist"", 'Thor: Love and Thunder', 'The Ghost of Richard Harris', 'Sleeping Dogs', 'The Last Laugh', 'Marvel Studios Assembled: The Making of Thor: Love and Thunder', 'Sword-and-Sandal']","[20662.0, 43539.0, 49521.0, 82695.0, 94848.0, 86834.0, 97430.0, 98357.0, 137321.0, 256917.0, 290250.0, 254172.0, 472451.0, 441863.0, 354287.0, 282035.0, 501395.0, 196241.0, 575728.0, 625568.0, 738017.0, 791373.0, 597922.0, 842934.0, 969492.0, 943822.0, 758323.0, 616037.0, 1003549.0, 978592.0, 343887.0, 1015595.0, 595845.0]"
Ryan Gosling,30614,2,"London, Ontario, Canada",43.0,"['The Ides of March', 'Drive', 'All Good Things', 'Blue Valentine', 'Crazy, Stupid, Love.', 'Gangster Squad', 'Only God Forgives', 'The Place Beyond the Pines', 'Seduced and Abandoned', 'NWR', 'Song to Song', 'My Life Directed by Nicolas Winding Refn', 'The Big Short', 'The Nice Guys', 'Touch of Evil', 'Blade Runner 2049', 'First Man', 'La La Land', 'ReGeneration', 'My Favorite Shapes by Julio Torres', 'The Gray Man', 'The Blade Runner Phenomenon', 'Barbie', 'Ryan Gosling - Hollywoods Halbgott', 'The Chase for Carrera']","[10316.0, 64690.0, 46503.0, 46705.0, 50646.0, 82682.0, 77987.0, 97367.0, 193645.0, 137923.0, 330947.0, 291868.0, 318846.0, 290250.0, 373929.0, 335984.0, 369972.0, 313369.0, 105942.0, 612392.0, 725201.0, 833898.0, 346698.0, 535954.0, 1231416.0]"
Ryan Reynolds,10859,2,"Vancouver, British Columbia, Canada",47.0,"['Buried', 'Green Lantern', 'R.I.P.D.', 'The Croods', 'The Change-Up', 'Ted', 'Turbo', 'Safe House', 'The Captive', 'Woman in Gold', 'The Voices', 'Self/less', 'Mississippi Grind', 'A Million Ways to Die in the West', 'Criminal', 'Life', 'Deadpool', 'Deadpool 2', ""The Hitman's Bodyguard"", 'Secret Origin: The Story of DC Comics', 'The Whale', '6 Underground', 'The Croods: A New Age', 'Free Guy', 'Deadpool: No Good Deed', 'Once Upon a Deadpool', ""Hitman's Wife's Bodyguard"", 'Great Bear Rainforest: Land of the Spirit Bear', 'Red Notice', 'Fast & Furious Presents: Hobbs & Shaw', 'Spirited', 'Betty White: First Lady of Television', 'Huntwatch', 'The Adam Project', 'Stronger Together, Tous Ensemble', 'Pokémon Detective Pikachu', ""Dear Diary: World's First Pranks"", 'Betty White: A Celebration', 'How Did We Get Here?', ""Ryan Reynolds: I'm a Laureate?"", 'Bullet Train', 'Ghosted', 'Disney 100: A Century of Dreams - A Special Edition of 20/20', 'Hate to Love: Nickelback']","[26388.0, 44912.0, 49524.0, 49519.0, 49520.0, 72105.0, 77950.0, 59961.0, 244761.0, 304357.0, 244458.0, 238615.0, 309242.0, 188161.0, 302156.0, 395992.0, 293660.0, 383498.0, 390043.0, 50056.0, 77880.0, 509967.0, 529203.0, 550988.0, 558144.0, 567604.0, 522931.0, 592402.0, 512195.0, 384018.0, 632856.0, 543119.0, 383350.0, 696806.0, 697641.0, 447404.0, 801876.0, 921890.0, 937127.0, 930835.0, 718930.0, 868759.0, 1221257.0, 1155815.0]"
Sabrina Carpenter,1152083,1,"Philadelphia, Pennsylvania, USA",24.0,"['Horns', 'Noobz', 'The Hate U Give', 'The Short History of the Long Road', 'Work It', 'Tall Girl', 'Clouds', 'The Disney Family Singalong - Volume II', 'Alice in Wonderland', 'Tall Girl 2', 'Emergency', 'Savage X Fenty Show Vol. 3', 'Celebrating 100 Disney Channel Original Movies', 'iHeartRadio Jingle Ball 2023', 'Sabrina Carpenter: Live at Coachella 2024 W1']","[149509.0, 120802.0, 470044.0, 586458.0, 612706.0, 625450.0, 630566.0, 702920.0, 12155.0, 772272.0, 819309.0, 873840.0, 906404.0, 1217281.0, 1273897.0]"
Sacha Baron Cohen,6730,2,"Hammersmith, London, England, UK",52.0,"['Hugo', 'Les Misérables', 'The Dictator', 'Anchorman 2: The Legend Continues', 'Alice Through the Looking Glass', 'Grimsby', ""Madagascar 3: Europe's Most Wanted"", 'Past Forward', ""Seth Rogen's Hilarity for Charity"", 'The Trouble Agent', 'The Trial of the Chicago 7', ""Les Misérables: The History of the World's Greatest Story"", 'Borat Subsequent Moviefilm', 'Borat: VHS Cassette of Material Deemed “Sub-acceptable” By Kazakhstan Ministry of Censorship and Circumcision', 'Luca', ""Shoot the Moon: The Making of 'Hugo'"", 'Sacha Baron Cohen: Role of a Lifetime', 'The Last Laugh']","[44826.0, 82695.0, 76493.0, 109443.0, 241259.0, 267193.0, 80321.0, 426591.0, 516525.0, 547932.0, 556984.0, 196241.0, 740985.0, 818789.0, 508943.0, 1157458.0, 1157470.0, 343887.0]"
Sadie Sandler,1202534,1,"Los Angeles, California, USA",17.0,"['Grown Ups 2', 'Pixels', 'Grown Ups', 'Just Go with It', 'Jack and Jill', ""That's My Boy"", 'Hotel Transylvania', 'Hotel Transylvania 2', 'Blended', 'The Do-Over', 'Sandy Wexler', 'Hotel Transylvania 3: Summer Vacation', 'Murder Mystery', 'The Week Of', 'The Wrong Missy', 'Hubie Halloween', 'The Ridiculous 6', 'You Are So Not Invited to My Bat Mitzvah', 'Leo']","[109418.0, 257344.0, 38365.0, 50546.0, 71880.0, 87428.0, 76492.0, 159824.0, 232672.0, 389053.0, 419700.0, 400155.0, 514999.0, 465109.0, 582596.0, 617505.0, 347969.0, 999644.0, 1075794.0]"
Sadie Sink,1590797,1,"Brenham, Texas, USA",22.0,"['The Glass Castle', 'Chuck', 'Dominion', 'Eli', 'Fear Street: 1978', 'Fear Street: 1666', 'Dear Zoe', 'The Whale', 'All Too Well: The Short Film', 'Beyond Stranger Things']","[336000.0, 373546.0, 472796.0, 483202.0, 591274.0, 591275.0, 646473.0, 77880.0, 897429.0, 1214610.0]"
Sally Field,35,1,"Pasadena, California, USA",77.0,"['The Amazing Spider-Man', 'The Desert of Forbidden Art', 'The Amazing Spider-Man 2', 'Hello, My Name Is Doris', 'Little Evil', 'Spielberg', 'National Theatre Live: All My Sons', 'Spoiler Alert', 'Spider-Man: All Roads Lead to No Way Home', '80 for Brady']","[1930.0, 87098.0, 102382.0, 320588.0, 346671.0, 467062.0, 568683.0, 507903.0, 961651.0, 942922.0]"
Sally Hawkins,39658,1,"London, England, UK",48.0,"['Persuasion', ""It's a Wonderful Afterlife"", 'Never Let Me Go', 'Made in Dagenham', 'Submarine', 'Love Birds', 'Great Expectations', 'Room on the Broom', 'Paddington', 'Blue Jasmine', 'All is Bright', 'The Phone Call', 'The One and Only Mike Leigh', 'X+Y', 'The Double', 'Paddington 2', 'Maudie', 'Stick Man', 'The Shape of Water', 'Eternal Beauty', 'Godzilla: King of the Monsters', ""Kensuke's Kingdom"", 'Godzilla: Force of Nature', 'A Boy Called Christmas', 'The Snail and the Whale', 'The Phantom of the Open', 'Wonka', 'The Lost King', 'The Smeds and the Smoos', 'Spencer']","[820912.0, 42057.0, 42188.0, 46138.0, 49020.0, 69792.0, 121674.0, 152581.0, 116149.0, 160588.0, 174311.0, 220809.0, 436504.0, 278236.0, 73499.0, 346648.0, 359784.0, 374251.0, 399055.0, 501953.0, 373571.0, 587563.0, 595645.0, 615666.0, 655424.0, 717151.0, 787699.0, 914216.0, 1058054.0, 716612.0]"
Salma Hayek Pinault,3136,1,"Coatzacoalcos, Veracruz, Mexico",57.0,"['Grown Ups', 'Savages', 'The Pirates! In an Adventure with Scientists!', 'As Luck Would Have It', 'Here Comes the Boom', 'Americano', 'Grown Ups 2', '$ellebrity', 'Everly', 'Sausage Party', 'The Prophet', 'Tale of Tales', 'Septembers of Shiraz', 'Some Kind of Beautiful', 'Muppets Most Wanted', 'Drunk Parents', 'Beatriz at Dinner', 'How to Be a Latin Lover', ""The Hitman's Bodyguard"", 'Girl Rising', 'The Hummingbird Project', 'The Roads Not Taken', 'Like a Boss', ""Hitman's Wife's Bodyguard"", 'The Women of SNL', 'Bliss', 'House of Gucci', 'Eternals', 'Marvel Studios Assembled: The Making of Eternals', 'Puss in Boots: The Last Wish', 'Movie Money Confidential', ""Magic Mike's Last Dance""]","[38365.0, 82525.0, 72197.0, 84797.0, 87826.0, 103597.0, 109418.0, 95383.0, 277355.0, 223702.0, 283161.0, 314405.0, 352179.0, 253344.0, 145220.0, 369560.0, 429107.0, 425134.0, 390043.0, 173205.0, 489243.0, 567714.0, 526019.0, 522931.0, 292097.0, 613911.0, 644495.0, 524434.0, 939356.0, 315162.0, 957592.0, 906221.0]"
Sam Claflin,237455,2,"Ipswich, Suffolk, UK",37.0,"['Pirates of the Caribbean: On Stranger Tides', 'United', 'The Lost Future', 'Snow White and the Huntsman', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay - Part 1', 'The Hunger Games: Mockingjay - Part 2', 'Love, Rosie', 'The Quiet Ones', 'The Riot Club', 'Mary and Martha', 'Me Before You', ""The Huntsman: Winter's War"", 'Their Finest', 'My Cousin Rachel', ""Journey's End"", 'Red Shoes and the Seven Dwarfs', 'The Corrupted', 'Enola Holmes', 'Love Wedding Repeat', 'The Mockingjay Lives: The Making of the Hunger Games: Mockingjay Part 1', 'Every Breath You Take', 'Charlotte', 'Surviving the Game: Making The Hunger Games: Catching Fire', 'Pawns No More: The Making of The Hunger Games: Mockingjay Part 2', 'Last Night in Soho']","[1865.0, 62441.0, 50674.0, 58595.0, 101299.0, 131631.0, 131634.0, 200727.0, 193612.0, 270302.0, 176339.0, 296096.0, 290595.0, 340101.0, 413998.0, 438259.0, 486589.0, 512239.0, 497582.0, 624808.0, 514231.0, 803923.0, 844135.0, 871533.0, 871582.0, 576845.0]"
Sam Elliott,16431,2,"Sacramento, California, USA",79.0,"['Road House', 'November Christmas', 'The Company You Keep', 'Draft Day', ""I'll See You in My Dreams"", 'Grandma', 'Rock Dog', 'Milius', 'The Gettysburg Address', 'The Good Dinosaur', 'Marmaduke', 'Digging for Fire', 'A Star Is Born', 'The Man Who Killed Hitler and Then the Bigfoot', 'The Road to Stardom: The Making of A Star is Born', 'Lady and the Tramp', 'I Am Patrick Swayze', 'A Tale of Two Cities', 'Audubon']","[359410.0, 52688.0, 87496.0, 200505.0, 310121.0, 309304.0, 333667.0, 173467.0, 340374.0, 105864.0, 38579.0, 295490.0, 332562.0, 530081.0, 578547.0, 512895.0, 621284.0, 699978.0, 783403.0]"
Sam Neill,4783,2,"Omagh, County Tyrone, Northern Ireland, UK",76.0,"['The Jungle Book', ""Legend of the Guardians: The Owls of Ga'Hoole"", 'Perfect Strangers', 'Sleeping Dogs', 'Irresistible', 'Daybreakers', 'The Hunter', 'The Vow', 'Escape Plan', 'The Adventurer: The Curse of the Midas Box', 'United Passions', 'A Long Way Down', 'Backtrack', 'The Daughter', 'MindGamers', 'Hunt for the Wilderpeople', ""Tommy's Honour"", 'Thor: Ragnarok', ""New Zealand: Earth's Mythical Islands"", 'The Commuter', 'David Stratton: A Cinematic Life', 'Sweet Country', 'Ride Like a Girl', 'Blackbird', 'Return to Jurassic Park', 'The Making of Daybreakers', 'The Show Must Go On', 'Rams', 'Palm Beach', 'Jurassic World Dominion', 'Sea Lions: Life By a Whisker', 'Lindy Chamberlain: The True Story', 'River Deep, Mountain High: James Nesbitt in New Zealand', ""Daisy Quokka: World's Scariest Animal"", 'Ashes', 'The Dragon Pearl', 'The Portable Door', 'Assassin Club', 'Ice', 'Voice Activated', 'Jurassic Greatest Moments: Jurassic Park to Jurassic World', 'Thor: Love and Thunder', 'Scarygirl', 'Bring Him to Me', 'Peter Rabbit', 'Peter Rabbit 2: The Runaway']","[278927.0, 41216.0, 381341.0, 978592.0, 583312.0, 19901.0, 70954.0, 72570.0, 107846.0, 227707.0, 271331.0, 141043.0, 332704.0, 292010.0, 362583.0, 371645.0, 399217.0, 284053.0, 412443.0, 399035.0, 441863.0, 468210.0, 487291.0, 536396.0, 503210.0, 627920.0, 641177.0, 659994.0, 522464.0, 507086.0, 746246.0, 747292.0, 431888.0, 778814.0, 113102.0, 59447.0, 830896.0, 876969.0, 121442.0, 985313.0, 995456.0, 616037.0, 502345.0, 1059126.0, 381719.0, 522478.0]"
Sam Rockwell,6807,2,"Daly City, California, USA",55.0,"['Teenage Mutant Ninja Turtles', 'Iron Man 2', 'Conviction', 'Cowboys & Aliens', 'The Sitter', 'Seven Psychopaths', 'Digging for Fire', 'The Way Way Back', 'Better Living Through Chemistry', 'A Single Shot', 'Trust Me', 'Schooled: The Price of College Sports', 'Marvel One-Shot: All Hail the King', 'Poltergeist', 'Showing Up', 'Laggies', 'A Case of You', 'Don Verdean', 'Loitering with Intent', 'Mr. Right', 'Three Billboards Outside Ebbing, Missouri', 'Woman Walks Ahead', 'Mute', 'The Best of Enemies', 'The Dark of Night', 'Blue Iguana', 'Vice', 'Blaze', 'The One and Only Ivan', 'Jojo Rabbit', 'Trolls World Tour', 'Never Surrender: A Galaxy Quest Documentary', 'Axis', 'F--k', 'Richard Jewell', 'The Bad Guys', 'Argylle', 'Maraschino Ruby', 'Walking the Mile']","[98566.0, 10138.0, 45094.0, 49849.0, 57431.0, 86838.0, 295490.0, 147773.0, 157099.0, 159932.0, 56596.0, 239155.0, 253980.0, 243688.0, 256559.0, 244264.0, 174316.0, 309298.0, 261823.0, 333385.0, 359940.0, 396373.0, 401371.0, 458131.0, 461315.0, 471429.0, 429197.0, 489928.0, 508570.0, 515001.0, 446893.0, 637963.0, 392524.0, 491327.0, 292011.0, 629542.0, 848538.0, 981424.0, 897465.0]"
Sam Worthington,65731,2,"Surrey, England, UK ",47.0,"['Last Night', 'The Debt', 'Love and Distrust', 'Clash of the Titans', 'Texas Killing Fields', 'Wrath of the Titans', 'Capturing Avatar', 'Sabotage', 'Cake', 'Paper Planes', 'Kidnapping Mr. Heineken', 'Everest', 'The Keeping Room', 'Hacksaw Ridge', ""The Hunter's Prayer"", 'The Shack', ""The Soul of War: Making 'Hacksaw Ridge'"", 'The Titan', 'Fractured', 'Lansky', 'The Last Son', '9 Bullets', 'Man on a Ledge', 'Transfusion', 'Drift', 'Simulant', 'Breathe', 'Avatar: The Way of Water', 'Lift', ""Inside Pandora's Box"", 'Avatar: Creating the World of Pandora']","[23830.0, 48289.0, 48798.0, 18823.0, 72477.0, 57165.0, 183392.0, 144336.0, 284276.0, 286875.0, 228968.0, 253412.0, 284284.0, 324786.0, 302150.0, 345938.0, 451567.0, 476926.0, 568091.0, 693827.0, 729577.0, 777831.0, 49527.0, 842544.0, 137968.0, 942199.0, 407445.0, 76600.0, 955916.0, 1106445.0, 111332.0]"
Samantha Bond,10699,1,"Kensington, London, England, UK",62.0,"['A Royal Winter', ""Judi Dench: All the World's Her Stage"", 'The Queen and I', 'Cold Blood', 'Secrets of the Royal Servants', ""School's Out Forever"", 'Inside the Mind of Agatha Christie', 'The Kindred', 'Downton Abbey: A New Era', 'Hunted', 'Canned', 'The Stranger in Our Bed', 'The Presence of Love', 'Red Riding Hood: After Ever After', 'Judi Dench: Our National Treasure', 'Agatha Christie: 100 Years of Poirot and Miss Marple']","[435107.0, 430160.0, 567914.0, 595985.0, 647100.0, 784058.0, 756754.0, 854188.0, 820446.0, 935999.0, 872498.0, 993621.0, 933331.0, 1064331.0, 1068505.0, 753489.0]"
Samara Weaving,1372369,1,"Adelaide, South Australia, Australia",32.0,"['Mystery Road', 'Bad Girl', 'Three Billboards Outside Ebbing, Missouri', 'Mayhem', 'Monster Trucks', 'Guns Akimbo', 'Last Moment of Clarity', 'Bill & Ted Face the Music', 'Snake Eyes: G.I. Joe Origins', 'Ready or Not', '100% Wolf', 'The Babysitter: Killer Queen', 'The Valet', 'Chevalier', 'Azrael', 'Babylon', 'Scream VI']","[199818.0, 405050.0, 359940.0, 429733.0, 262841.0, 457335.0, 567608.0, 501979.0, 568620.0, 567609.0, 520946.0, 623491.0, 810171.0, 812635.0, 1029235.0, 615777.0, 934433.0]"
Sammo Hung,62410,2,"Hong Kong, British Crown Colony",72.0,"['Ip Man 2', 'The Legend Is Born: Ip Man', 'Fight the Fight', 'Black Butterfly', 'A Simple Life', 'Enter the Fat Dragon', 'Somebody Up There Likes Me', 'Princess and Seven Kung Fu Masters', 'Once Upon a Time in Shanghai', 'Rise of the Legend', 'Naked Soldier', 'In the Blood', 'God of War', 'Call of Heroes', 'Death Valley', '14 Blades', 'A Lifetime Treasure', 'Iron Fists and Kung Fu Kicks', 'Kung Fu Stuntmen', 'Man on the Edge', 'The King of Wuxia', 'Septet: The Story of Hong Kong']","[37472.0, 44249.0, 65852.0, 76812.0, 91186.0, 503917.0, 97609.0, 177499.0, 248376.0, 294993.0, 127329.0, 256474.0, 455043.0, 413198.0, 361050.0, 34179.0, 576669.0, 600014.0, 868578.0, 941132.0, 1005981.0, 537761.0]"
Samuel L. Jackson,2231,2,"Washington, District of Columbia, USA",75.0,"['Captain America: The First Avenger', 'Iron Man 2', 'Thor', 'Quantum Quest: A Cassini Space Odyssey', 'The Avengers', 'The Other Guys', 'Unthinkable', 'xXx: Return of Xander Cage', 'Django Unchained', 'Arena', 'The Sunset Limited', 'African Cats', 'Meeting Evil', 'Turbo', 'With Great Power: The Stan Lee Story', 'Oldboy', 'Captain America: The Winter Soldier', ""I Ain't Scared of You: A Tribute to Bernie Mac"", 'The Samaritan', 'Avengers: Age of Ultron', 'Young Jeezy: A Hustlerz Ambition', 'Eddie Murphy: One Night Only', 'Zambezia', 'Reasonable Doubt', 'Barely Lethal', 'Kingsman: The Secret Service', ""Miss Peregrine's Home for Peculiar Children"", 'Big Game', 'The Hateful Eight', 'Marvel Studios: Assembling a Universe', 'Kite', 'Paws of Fury: The Legend of Hank', 'Chi-Raq', 'Star Wars: Evolution of the Lightsaber Duel', 'The Legend of Tarzan', 'Cell', 'Kong: Skull Island', 'Unicorn Store', 'Incredibles 2', 'Life Itself', 'Glass', 'Quentin Tarantino: 20 Years of Filmmaking', ""The Hitman's Bodyguard"", 'The Words That Built America', 'The Last Full Measure', 'Avengers: Infinity War', 'Spider-Man: Far From Home', ""Hitman's Wife's Bodyguard"", 'Captain Marvel', 'Creating a King: Summoning a God', 'Quincy', 'Spiral: From the Book of Saw', 'Eating You Alive', 'The Banker', 'The Protégé', 'BET Presents Love & Happiness: An Obama Celebration', 'Star Wars: The Rise of Skywalker', 'Avengers: Endgame', 'On the Shoulders of Giants', ""Life's Essentials with Ruby Dee"", 'Kill Bill: The Whole Bloody Affair', 'Return to Jurassic Park', 'A West Wing Special to Benefit When We All Vote', 'I Am Not Your Negro', 'Death to 2020', ""John Travolta, le miraculé d'Hollywood"", 'QT8: The First Eight', 'One World: Together at Home', 'Argylle', 'The Marvels', ""Marvel Studios' 2021 Disney+ Day Special"", 'An Audience with Adele', 'The Kill Room', 'Spider-Man: All Roads Lead to No Way Home', 'Is That Black Enough for You?!?', 'Common Ground', 'Kingsman: The Secret Service Revealed', 'Damaged', 'Final Cut: Ladies and Gentlemen', '#UNFIT: The Psychology of Donald Trump', 'Marvel Studios Assembled: The Making of Secret Invasion']","[1771.0, 10138.0, 10195.0, 23738.0, 24428.0, 27581.0, 38199.0, 47971.0, 68718.0, 71254.0, 56831.0, 57586.0, 94204.0, 77950.0, 86843.0, 87516.0, 100402.0, 87842.0, 98339.0, 99861.0, 109585.0, 144645.0, 133931.0, 240916.0, 248574.0, 207703.0, 283366.0, 230179.0, 273248.0, 259910.0, 192712.0, 366672.0, 340275.0, 376798.0, 258489.0, 168098.0, 293167.0, 423949.0, 260513.0, 446696.0, 450465.0, 199951.0, 390043.0, 464655.0, 442065.0, 299536.0, 429617.0, 522931.0, 299537.0, 595642.0, 504561.0, 602734.0, 423435.0, 627725.0, 645788.0, 529157.0, 181812.0, 299534.0, 90322.0, 328481.0, 414419.0, 503210.0, 753563.0, 411019.0, 773655.0, 761892.0, 631143.0, 694527.0, 848538.0, 609681.0, 877188.0, 901047.0, 958006.0, 961651.0, 1013572.0, 1115131.0, 1040195.0, 1105407.0, 126314.0, 581802.0, 1165500.0]"
Samuel West,54447,2,"Hammersmith, London, England, UK",57.0,"['Dark Relic', 'Persuasion', 'The Eichmann Show', 'Suffragette', 'Hyde Park on Hudson', 'Moominland Tales: The Life of Tove Jansson', 'On Chesil Beach', 'Inside the Court of Henry VIII', 'Faberge: A Life of Its Own', 'Darkest Hour', 'Operation Stonehenge: What Lies Beneath', 'Secrets of the Manor House', ""Secrets of Henry VIII's Palace: Hampton Court"", 'The Riot Club', 'Gatecrash', 'Wikileaks: Secrets and Lies', 'Runt', 'The Tubular Bells 50th Anniversary Tour', 'Complicity', 'First Man on the Moon', ""Hitler's Children""]","[45959.0, 820912.0, 316715.0, 245168.0, 87504.0, 410913.0, 391714.0, 363101.0, 346104.0, 399404.0, 448741.0, 473538.0, 473528.0, 270302.0, 718451.0, 97694.0, 724574.0, 997400.0, 226792.0, 159982.0, 113362.0]"
Sandra Bullock,18277,1,"Arlington County, Virginia, USA",59.0,"['Forces of Nature', 'Extremely Loud & Incredibly Close', 'Gravity', 'The Heat', 'Aningaaq', 'The Prime Ministers: The Pioneers', 'Minions', 'Our Brand Is Crisis', ""Ocean's Eight"", 'Bird Box', 'The Unforgivable', 'The Lost City', 'Bullet Train', 'Reimagining The Met Gala', ""Ocean's Team 3.0"", 'Sly']","[125453.0, 64685.0, 49047.0, 136795.0, 238407.0, 227962.0, 211672.0, 10317.0, 402900.0, 405774.0, 645886.0, 752623.0, 718930.0, 1026774.0, 1036013.0, 1146302.0]"
Sandra Hüller,7152,1,"Suhl, Germany",46.0,"['Requiem', 'Brownian Movement', 'Above Us Only Sky', 'Finsterworld', 'Pinocchio', 'Aghet', 'Lose My Self', 'Amour Fou', 'Suck Me Shakespeer 3', 'Fly', 'In the Aisles', 'Sibyl', '25 km/h', 'Exile', 'Henri 4', 'Proxima', 'Sleep', 'Munich: The Edge of War', ""I'm Your Man"", 'The Black Square', 'Anatomy of a Fall', 'Talking About the Weather', 'Sisi & I', 'Elfriede Jelinek: Language Unleashed', 'The Zone of Interest', ""Anatomie d'une chute : L'ascension de Justine Triet""]","[560717.0, 70761.0, 98612.0, 204384.0, 532639.0, 289358.0, 249684.0, 266044.0, 437670.0, 842424.0, 493483.0, 559401.0, 480736.0, 570358.0, 58602.0, 478860.0, 663993.0, 760336.0, 795813.0, 840576.0, 915935.0, 916426.0, 913521.0, 979884.0, 467244.0, 1251247.0]"
